UDR.N,FI.N,KEY.N,WAB.N,RL.N,AJG.N,ORCL.N,FDX.N,VZ.N,AOS.N,CPB.N,C.N,L.N,OXY.N,FDS.N
0.026332691083409,-0.0131661442092891,-0.0493046776345394,0.0554545454590591,0.134224863780277,0.0105423047301358,-0.0928929765892162,0.0724505536120028,0.0222672064878484,0.0395655546960959,0.0125361619844031,0.0332933413240657,-0.0885380919850417,0.0106475477037198,0.2680734661864919
0.0625475621106657,-0.0648030495530666,0.0687056737828323,0.0559862187531692,0.0240174672347149,0.0179226069455476,0.0950318001458568,0.0873433811637239,0.0692328494782646,0.1179245122647079,0.0568192559102358,0.139332365751934,0.0358935743238653,-0.0036715620824468,0.0724191063376678
0.0245656081518658,0.1239809782562,0.0949813355388867,0.119129027124293,0.128784648182229,0.0904361744447398,0.0951178450985239,0.0684702738821503,0.0125735687517024,0.0657276995338099,0.132546527458605,0.0504550056926858,0.169251945178383,0.130318257958729,0.108099062835481
0.0070175438690049,0.0761559383597641,-0.0318193931443446,0.0145878920461725,-0.0237639448776396,0.0045228773432062,-0.0760953113076555,-0.0297169098147265,0.0422721268279464,-0.114222781635124,-0.0180360721569687,0.0433934665982876,-0.0168399168222099,0.0021093010538422,0.144155844132579
0.0636811565016784,0.096321258065498,0.0648990898308754,0.0611071171946949,0.0240403256821928,-0.024632352924385,-0.0016638935131629,0.0380461067318223,-0.10773919393322,0.192384980165764,-0.0080104515361301,0.0549065420686288,-0.027278494428408,-0.0256333830006275,0.0442678773802798
0.0160843039387082,-0.0048668032646868,0.0233052070435591,0.0610087585195727,0.109428246882773,0.0177157934545971,0.0649999999974186,0.0420872806470513,0.0131956396942327,0.074528584272199,0.0020703933718246,-0.0323660714492665,-0.101950174729669,0.050168247160879,0.0567502392664416
-0.0005458515355503,-0.067438867464232,-0.0609621740690349,0.0127795527232206,-0.0828772620300775,0.0541191672118932,-0.122065727695204,-0.0390700455912308,-0.0815402038524712,-0.219777158761317,0.0950413223071035,0.0498269896182422,-0.0191933916559098,0.0337554523202854,-0.086508753850424
-0.0321427847619327,-0.0251173061235023,0.104810324604371,-0.0347003154414907,0.133482475777422,0.0321782178274281,0.0659536541833394,0.175849759401919,0.0479604982729822,0.135447708917045,-0.0161061984627386,0.049200530922788,0.0651473866586116,0.0008515469850281,-0.0160090191705174
0.0573065902713166,0.0617214043047127,-0.0054867256676816,0.0235600148377334,-0.0236842105160732,0.0722850291004894,0.0041806019903583,-0.0403907074981072,-0.0247023809333895,0.1102685623951039,-0.0119598765415129,-0.0075949367270667,-0.0051301382386791,0.0402722631904116,-0.048813390203856
0.0406504065131046,0.0536000000259731,0.0550557754570701,0.0888178913760859,-0.0279291162436467,0.0438127646694573,0.0990840965520954,-0.0707535245243148,0.0704913030042412,-0.002561183822814,0.052600144126371,0.0318877551014172,0.159981233887319,0.159307986370698,-0.0781664656134172
